Result_ID;Company;System;Database_Software; Operating_System;Server_CPU_Type;nb_CPU's;Total_Processors;Total Cores;nb_CPU's;Total_Server_CPU's;Total_Cores;Total_Threads;Cluster;;Date_Submitted;CPU_Type;CPU_user;CPU_sys;CPU_iowait;CPU_idle;dskreads;pagreads;bufreads;rdcached;dskwrits;pagwrits;bufwrits;wrcached;bufwaits;lockreqs;lokwaits;deadlks;dltouts;ckpwaits ;compress;lchwaits;Taille block;V_Rot;Buffer_Pool;Read_Latency ;Write_Latency;bandwidth_reading;bandwidth_Write;Total_size_DB;Nbr_predicates_table ;Number_join_predicates_query ;size_table_participating _join;aggregate;sort;groupby;Number_tables_involving_query;Nbr_Join_Pred_IDX;Access _index_table;Nb_join_pred;Workload characteristic ;Currency;CPU_Cost ;IO_Cost;Total_Sys_Cost
189;HP                  ;HP ProLiant ML350G3T-1P                           ;Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.193;Intel Xeon - 2.2 GHz                                                  ;2;2;16;1;1;0;0;N;;8/13/2002;Intel Xeon E5-2690 - 2.90 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20852;0.26318;132.2 ;131.193;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;3;3;5;;USD;466,84;46217,47;46684,31
190;HP                  ;AlphaServer ES45 Model 68/1250                    ;HP Tru64 Unix V5.1B                                                   ;Red Hat Enterprise Linux Server 7.194;HP AlphaChip 21264C - 1250 MHz                                        ;1;2;16;4;4;16;16;N;;08/05/2002;Intel Xeon E5-2690 - 2.90 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20853;0.26319;132.2 ;131.194;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;2;1;3;2;3;4;;USD;466,84;46217,47;46684,31
191;HP                  ;HP Proliant ML530G2T-1P                           ;Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.195;Intel Xeon - 2.4 GHz                                                  ;4;4;16;1;1;2;2;N;;7/25/2002;Intel Xeon X7350 Quad-Core - 2.93 GHz                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20854;0.26320;132.2 ;131.195;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;3;3;5;;CNY;466,84;46217,47;46684,31
192;HP                  ;rx5670                                            ;Microsoft Windows Advanced Server LE 1.2                              ;Red Hat Enterprise Linux Server 7.196;Intel Itanium2 - 1.0 GHz                                              ;16;16;16;4;4;8;8;N;;07/08/2002;Intel Itanium2 - 1.3 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20855;0.26321;132.2 ;131.196;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;5;1;4;;CNY;466,84;46217,47;46684,31
193;HP                  ;rx2600                                            ;Microsoft Windows Advanced Server LE 1.2                              ;Red Hat Enterprise Linux Server 7.197;Intel Itanium2 - 1.0 GHz                                              ;4;4;4;2;2;6;6;N;;07/08/2002;Intel Itanium2 - 1.5 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20856;0.26322;132.2 ;131.197;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;1;5;5;1;5;;EUR;466,84;46217,47;46684,31
194;HP                  ;HP ProLiant DL580-0200032P c/s                    ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.198;Intel Pentium III Xeon - 900 MHz                                      ;128;128;128;32;32;1152;1152;Y;;06/04/2002;Intel Xeon - 2.8 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20857;0.26323;132.2 ;131.198;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;3;2;5;4;3;4;;USD;466,84;46217,47;46684,31
195;HP                  ;ProLiant DL580-G2-4P                              ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.199;Intel Xeon - 1.6 GHz                                                  ;128;128;128;4;4;4;4;N;;5/17/2002;Intel Xeon - 2.8 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20858;0.26324;132.2 ;131.199;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;3;2;4;3;2;3;;USD;466,84;46217,47;46684,31
196;HP                  ;ProLaint ML530G2T 2P                              ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.200;Intel Xeon - 2.2 GHz                                                  ;4;4;4;1;1;1;1;N;;4/23/2002;Intel Pentium III Xeon - 700 MHz                                      ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20859;0.26325;132.2 ;131.200;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;2;2;3;3;1;4;;USD;466,84;46217,47;46684,31
197;HP                  ;ProLaint ML530G2T 2P                              ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.201;Intel Xeon - 2.4 GHz                                                  ;128;1;1;2;2;8;8;N;;4/23/2002;Intel Pentium III Xeon - 700 MHz                                      ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20860;0.26326;132.2 ;131.201;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;3;1;3;2;2;5;;USD;466,84;46217,47;46684,31
198;HP                  ;ProLiant DL760 8P/900                             ;Microsoft Windows 2000 Datacenter Server                              ;Red Hat Enterprise Linux Server 7.202;Intel Pentium III Xeon - 900 MHz                                      ;128;128;128;8;8;7;7;N;;2/25/2002;Intel Pentium III Xeon - 700 MHz                                      ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20861;0.26327;132.2 ;131.202;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;5;1;3;;USD;466,84;46217,47;46684,31
199;HP                  ;ProLiant ML370 T02/1.26-2P                        ;Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.203;Intel Pentium III - 1.266 GHz                                         ;32;32;32;2;2;1;1;N;;2/13/2002;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20862;0.26328;132.2 ;131.203;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;5;1;5;;USD;466,84;46217,47;46684,31
200;HP                  ;AlphaServer ES45 MoDel 68/1000                    ;Compaq Tru64 Unix V5.1A                                               ;Red Hat Enterprise Linux Server 7.204;Digital AlphaChip 21264C - 1000 MHz                                   ;16;16;16;4;4;16;16;N;;1/28/2002;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20863;0.26329;132.2 ;131.204;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;2;2;3;;USD;466,84;46217,47;46684,31
201;HP                  ;HP Superdome - PA-RISC/750 MHz-64p/64c            ;HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.205;HP PA-RISC 8700 - 750 MHz                                             ;32;32;32;64;64;28;28;N;;12/21/2001;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20864;0.26330;132.2 ;131.205;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;3;2;4;;USD;466,84;46217,47;46684,31
202;HP                  ;HP rx8400 – PA-RISC/750 MHz-16p/16c               ;HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.206;HP PA-RISC 8700 - 750 MHz                                             ;32;32;32;16;16;8;8;N;;12/21/2001;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20865;0.26331;132.2 ;131.206;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;2;5;5;2;4;;USD;466,84;46217,47;46684,31
203;HP                  ;HP 9000 Superdome Enterprise Server               ;HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.207;HP PA-RISC 8600 - 552 MHz                                             ;16;16;16;48;48;1;1;N;;12/21/2001;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20866;0.26332;132.2 ;131.207;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;3;3;3;3;;USD;466,84;46217,47;46684,31
204;HP                  ;ProLiant ML570 6/900-4P                           ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.208;Intel Pentium III Xeon - 900 MHz                                      ;1;4;64;4;4;3;3;N;;11/12/2001;SPARC T5 3.60 GHz                                                     ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20867;0.26333;132.2 ;131.208;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;5;1;5;;USD;466,84;46217,47;46684,31
205;HP                  ;ProLiant DL580 6/900                              ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.209;Intel Pentium III Xeon - 900 MHz                                      ;1;4;64;4;4;8;8;N;;9/27/2001;SPARC T5 3.60 GHz                                                     ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20868;0.26334;132.2 ;131.209;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;5;4;3;5;;USD;466,84;46217,47;46684,31
206;HP                  ;ProLiant ML530-x1000-2P                           ;Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.210;Intel Pentium III Xeon - 1.00 GHz                                     ;4;4;32;2;2;2;2;N;;9/26/2001;Oracle SPARC T4 - 3.0 GHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20869;0.26335;132.2 ;131.210;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;3;4;3;5;;USD;466,84;46217,47;46684,31
207;HP                  ;ProLiant ML530-X1000-1P                           ;Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.211;Intel Pentium III Xeon - 1.00 GHz                                     ;1;4;32;1;1;1;1;N;;9/25/2001;Oracle SPARC T4 - 3.0 GHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20870;0.26336;132.2 ;131.211;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;3;3;3;;USD;466,84;46217,47;46684,31
208;HP                  ;ProLiant DL760-900-128P                           ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.212;Intel Pentium III Xeon - 900 MHz                                      ;1;16;64;136;136;64;64;Y;;9/19/2001;Oracle SPARC64 VII+ - 3000 MHz                                        ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20871;0.26337;132.2 ;131.212;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;5;1;3;;USD;466,84;46217,47;46684,31
209;HP                  ;ProLiant DL760-900-192P                           ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.213;Intel Pentium III Xeon - 900 MHz                                      ;1;64;256;204;204;96;96;Y;;9/19/2001;Oracle SPARC64 VII+ - 3000 MHz                                        ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20872;0.26338;132.2 ;131.213;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;2;2;3;5;1;4;;USD;466,84;46217,47;46684,31
210;HP                  ;ProLiant DL760-900-256P                           ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.214;Intel Pentium III Xeon - 900 MHz                                      ;1;32;128;272;272;128;128;Y;;9/19/2001;Oracle SPARC64 VII - 2880 MHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20873;0.26339;132.2 ;131.214;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;5;4;1;5;;USD;466,84;46217,47;46684,31
211;HP                  ;HP Netserver LH 6000 Client/Server                ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.215;Intel Pentium III Xeon - 700 MHz                                      ;1;8;32;6;6;3;3;N;;8/23/2001;AMD Opteron 8384 - 2.70 GHz                                           ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20874;0.26340;132.2 ;131.215;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;3;3;3;4;2;5;;USD;466,84;46217,47;46684,31
212;HP                  ;HP NetServer LXr 8500                             ;Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.216;Intel Pentium III Xeon - 700 MHz                                      ;2;2;8;8;8;8;8;N;;8/23/2001;Intel Nehalem Quad-Core - 2.93 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20875;0.26341;132.2 ;131.216;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;4;3;2;3;;USD;466,84;46217,47;46684,31
213;HP                  ;ProLiant ML570-700 3P                             ;Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.217;Intel Pentium III Xeon - 700 MHz                                      ;2;2;8;3;3;2;2;N;;7/27/2001;AMD Opteron 2356 QC - 2.30 GHz                                        ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20876;0.26342;132.2 ;131.217;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;3;3;4;3;3;5;;USD;466,84;46217,47;46684,31
214;HP                  ;Compaq AlphaServer GS320                          ;Compaq Tru64 UNIX V5.1                                                ;Red Hat Enterprise Linux Server 7.218;Compaq AlphaChip 21264A - 1001 MHz                                    ;2;2;4;32;32;32;32;N;;6/18/2001;AMD Opteron - 3.2 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20877;0.26343;132.2 ;131.218;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;2;2;3;;USD;466,84;46217,47;46684,31
215;HP                  ;HP Server rp5450                                  ;HP-UX 11.0 64 bit                                                     ;Red Hat Enterprise Linux Server 7.219;HP PA-RISC 8500 - 440 MHz                                             ;32;32;64;4;4;3;3;N;;04/05/2001;Sun SPARC64 VI - 2400 MHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20878;0.26344;132.2 ;131.219;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;4;1;3;;USD;466,84;46217,47;46684,31
216;HP                  ;HP 9000 Model N4000 Enterprise Server             ;HP-UX 11.0 64 bit                                                     ;Red Hat Enterprise Linux Server 7.220;HP PA-RISC 8500 - 440 MHz                                             ;2;2;4;8;8;14;14;N;;04/05/2001;AMD Opteron - 3.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20879;0.26345;132.2 ;131.220;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;3;3;4;2;2;5;;USD;466,84;46217,47;46684,31
217;HP                  ;HP 9000 N4000 Enterprise Server                   ;HP-UX 11.0 64 bit                                                     ;Red Hat Enterprise Linux Server 7.221;HP PA-RISC 8600 - 550 MHz                                             ;2;30;60;8;1;1;1;N;;04/05/2001;AMD Opteron 2220 - 2.8 GHz                                            ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20880;0.26346;132.2 ;131.221;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;2;2;5;2;2;5;;USD;466,84;46217,47;46684,31
218;HP                  ;HP Server rp5470                                  ;HP-UX 11.0 64 bit                                                     ;Red Hat Enterprise Linux Server 7.222;HP PA-RISC 8600 - 550 MHz                                             ;2;60;120;4;4;6;6;N;;04/05/2001;AMD Opteron 2220 - 2.8 GHz                                            ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20881;0.26347;132.2 ;131.222;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;4;3;5;;USD;466,84;46217,47;46684,31
219;HP                  ;Compaq AlphaServer ES40 Model 6/833               ;Compaq Tru64 UNIX V5.1                                                ;Red Hat Enterprise Linux Server 7.223;Digital AlphaChip 21264 - 833 MHz                                     ;2;96;192;1;1;2;2;N;;04/03/2001;AMD Opteron 2220 - 2.8 GHz                                            ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20882;0.26348;132.2 ;131.223;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;3;5;3;4;;USD;466,84;46217,47;46684,31
220;HP                  ;Compaq AlphaServer GS320 Model 6/731              ;Compaq Tru64 UNIX V5.1                                                ;Red Hat Enterprise Linux Server 7.224;Digital AlphaChip 21264A - 731 MHz                                    ;1;2;4;32;32;16;16;N;;04/03/2001;AMD Opteron 290 - 2.8 GHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20883;0.26349;132.2 ;131.224;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;4;1;3;;USD;466,84;46217,47;46684,31
221;HP                  ;Compaq AlphaServer ES40.Model 6/833               ;Compaq Tru64 UNIX V5.1                                                ;Red Hat Enterprise Linux Server 7.225;Digital AlphaChip 21264A - 731 MHz                                    ;2;20;40;4;4;2;2;N;;04/03/2001;AMD Opteron 285 - 2.6 GHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20884;0.26350;132.2 ;131.225;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;3;5;1;5;;USD;466,84;46217,47;46684,31
222;HP                  ;HP rp7400 - PA-RISC/550 MHz-8p/8c                 ;HP HP-UX 11.00                                                        ;Red Hat Enterprise Linux Server 7.226;HP PA-RISC 8600 - 550 MHz                                             ;2;2;4;8;8;10;10;N;;6/21/2000;AMD Opteron - 3.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20885;0.26351;132.2 ;131.226;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;4;2;5;;USD;466,84;46217,47;46684,31
223;IBM                 ;IBM System x3650 M4                               ;Red Hat Enterprise Linux 6.4 with KVM                                 ;Red Hat Enterprise Linux Server 7.227;Intel Xeon E5-2690 - 2.90 GHz                                         ;2;2;4;2;2;32;64;N;;2/22/2013;AMD Opteron - 3.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20886;0.26352;132.2 ;131.227;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;2;3;4;3;2;3;;USD;466,84;46217,47;46684,31
224;IBM                 ;IBM Flex System x240                              ;Red Hat Enterprise Linux 6.2                                          ;Red Hat Enterprise Linux Server 7.228;Intel Xeon E5-2690 - 2.90 GHz                                         ;72;72;144;2;2;32;64;N;;04/11/2012;Sun UltraSPARC IV+ - 1800 MHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20887;0.26353;132.2 ;131.228;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;3;2;3;2;3;4;;USD;466,84;46217,47;46684,31
225;IBM                 ;IBM System x3850 X5                               ;SUSE Linux Enterprise Server 11 SP1 for X86_64                        ;Red Hat Enterprise Linux Server 7.229;Intel Xeon E7-8870 10-Core - 2.40 GHz                                 ;2;2;2;4;4;64;128;N;;07/11/2011;AMD Opteron - 3.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20888;0.26354;132.2 ;131.229;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;3;2;5;5;3;4;;USD;466,84;46217,47;46684,31
226;IBM                 ;IBM System x3850 X5                               ;SUSE Linux Enterprise Server 11 SP1 for X86_64                        ;Red Hat Enterprise Linux Server 7.230;Intel Xeon X7560 8-Core - 2.27 GHz                                    ;2;2;2;4;4;128;256;N;;11/16/2010;AMD Opteron - 3.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20889;0.26355;132.2 ;131.230;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;2;3;5;;USD;466,84;46217,47;46684,31
227;IBM                 ;IBM Power 780 Server Model 9179-MHB               ;AIX Version 6.1                                                       ;Red Hat Enterprise Linux Server 7.231;IBM POWER7 - 3.86 GHz                                                 ;72;72;144;24;24;4;8;Y;;8/17/2010;Sun UltraSPARC IV+ - 1500 MHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20890;0.26356;132.2 ;131.231;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;2;2;5;5;3;3;;USD;466,84;46217,47;46684,31
228;IBM                 ;IBM Power 780 Server Model 9179-MHB               ;AIX Version 6.1                                                       ;Red Hat Enterprise Linux Server 7.232;IBM POWER7 - 4.14 GHz                                                 ;4;4;4;2;2;4;8;N;;4/13/2010;Sun UltraSPARC IV+ - 1500 MHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20891;0.26357;132.2 ;131.232;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;2;2;3;;USD;466,84;46217,47;46684,31
229;IBM                 ;IBM System x3850 M2                               ;Microsoft Windows Server 2003 R2 Enterprise Edition x64               ;Red Hat Enterprise Linux Server 7.233;Intel Xeon X7460 Hex-Core - 2.67 GHz                                  ;72;72;144;4;4;48;48;N;;9/15/2008;Sun UltraSPARC IV+ - 1500 MHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20892;0.26358;132.2 ;131.233;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;3;3;4;;USD;466,84;46217,47;46684,31
230;IBM                 ;IBM System x3950 M2                               ;Red Hat Enterprise LInux Adv. Platform 5 Update 2                     ;Red Hat Enterprise Linux Server 7.234;Intel Xeon X7460 Hex-Core - 2.67 GHz                                  ;4;4;8;8;8;112;112;N;;8/19/2008;Sun UltraSPARC IV+ - 1500 MHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20893;0.26359;132.2 ;131.234;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;3;5;2;5;;USD;466,84;46217,47;46684,31
231;IBM                 ;IBM Power 550 Express                             ;Red Hat Enterprise Linux Adv Platform 5 Update 1                      ;Red Hat Enterprise Linux Server 7.235;IBM POWER6 - 4.2 GHz                                                  ;16;16;32;2;2;32;32;N;;6/16/2008;Sun UltraSPARC IV - 1350 MHz                                          ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20894;0.26360;132.2 ;131.235;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;2;3;4;3;5;;USD;466,84;46217,47;46684,31
232;IBM                 ;IBM Power 595 Server Model 9119-FHA               ;IBM AIX 5L V5.3                                                       ;Red Hat Enterprise Linux Server 7.236;IBM POWER6 - 5.0 GHz                                                  ;2;2;2;32;32;256;1256;N;;06/10/2008;Sun UltraSPARC IIIi - 1.5 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20895;0.26361;132.2 ;131.236;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;1;2;3;2;2;3;;USD;466,84;46217,47;46684,31
233;IBM                 ;IBM Power 550 Express Model 8204-E8A              ;IBM AIX 5L V5.3                                                       ;Red Hat Enterprise Linux Server 7.237;IBM POWER6 - 4.2 GHz                                                  ;4;4;8;4;4;32;32;N;;3/20/2008;Sun UltraSPARC IV - 1350 MHz                                          ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20896;0.26362;132.2 ;131.237;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;2;3;4;2;2;3;;USD;466,84;46217,47;46684,31
234;IBM                 ;IBM System x3950 M2                               ;Microsoft Windows Server 2003 R2 Enterprise Edition x64               ;Red Hat Enterprise Linux Server 7.238;Intel Xeon X7350 Quad-Core - 2.93 GHz                                 ;4;4;4;8;8;36;36;N;;10/23/2007;Sun UltraSPARC IIIi - 1.6 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20897;0.26363;132.2 ;131.238;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;3;3;2;4;;USD;466,84;46217,47;46684,31
